,EmployeeID,EmployeeName,Education,EducationField,Department,JobRole,SelfRating,self_rating_category,ManagerRating,manager_rating_category,Salary,MaritalStatus,Ethnicity,Gender,Age,YearsAtCompany,TrainingOpportunitiesTaken,education_sorter
160,A71E-A9DC,Greta Turneux,Bachelor's Degree,Marketing,Sales,Sales Executive,3.857142857142857,Above Average,3.4285714285714284,Average,253719,Single,Asian or Asian American,Female,31,9,3,3
161,CC2F-670E,Blake Louys,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.6,Above Average,3.3,Average,78541,Single,White,Male,29,6,0,3
162,67D7-9785,Corinne Andreaccio,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,3.857142857142857,Above Average,3.142857142857143,Average,126515,Single,Black or African American,Female,38,9,1,3
163,F662-DEA5,Morley Dmitriev,High School,Information Systems,Technology,Data Scientist,4.0,Above Average,3.4285714285714284,Average,89362,Married,Black or African American,Male,38,9,3,4
164,59DB-8465,Nancey Luetkemeyers,Bachelor's Degree,Marketing,Human Resources,HR Executive,4.0,Above Average,3.2857142857142856,Average,85744,Married,White,Female,47,9,0,3
165,96F4-896C,Kerwin Wheadon,Master's Degree,Information Systems,Technology,Analytics Manager,3.7142857142857144,Above Average,3.4285714285714284,Average,280756,Single,White,Male,43,9,2,2
166,8026-658D,Dana Lobb,Bachelor's Degree,Information Systems,Technology,Machine Learning Engineer,4.142857142857143,Above Average,4.0,Above Average,174019,Married,Black or African American,Male,36,9,2,3
167,F997-FE6C,Meryl Slucock,No Formal Qualifications,Information Systems,Technology,Software Engineer,4.571428571428571,Excellent,4.285714285714286,Above Average,41601,Married,White,Female,40,9,1,5
168,0C23-26DD,Bathsheba Ablewhite,Bachelor's Degree,Economics,Sales,Sales Representative,4.285714285714286,Above Average,4.0,Above Average,81389,Married,White,Female,35,9,3,3
169,7B9D-8612,Gizela Pauncefoot,High School,Marketing,Sales,Sales Executive,4.0,Above Average,3.2857142857142856,Average,133865,Divorced,White,Female,32,9,1,4
170,B3FE-D332,Josephine Stickley,PhD,Computer Science,Technology,Software Engineer,4.285714285714286,Above Average,3.5714285714285716,Above Average,93181,Married,White,Female,30,9,0,1
171,1054-9C3B,Elizabeth Babbe,Master's Degree,Other,Technology,Data Scientist,4.2,Above Average,3.9,Above Average,40285,Married,Asian or Asian American,Female,30,1,1,2
172,1217-CE30,Marchelle Duffield,Bachelor's Degree,Marketing,Sales,Sales Executive,3.857142857142857,Above Average,3.4285714285714284,Average,173037,Divorced,American Indian or Alaska Native,Female,45,9,1,3
173,4500-37EB,Haydon Bastable,High School,Marketing,Sales,Sales Representative,3.9,Above Average,3.2,Average,44632,Divorced,Mixed or multiple ethnic groups,Male,30,1,1,4
174,AB03-8820,Daryle Boarder,No Formal Qualifications,Economics,Sales,Manager,3.4285714285714284,Average,3.0,Average,313198,Married,Mixed or multiple ethnic groups,Male,43,9,1,5
175,DF11-9C46,Dulci Sheryn,High School,Computer Science,Technology,Software Engineer,4.142857142857143,Above Average,3.2857142857142856,Average,152314,Single,Mixed or multiple ethnic groups,Female,32,9,1,4
176,9937-CDF7,Galvin Sawley,High School,Marketing,Sales,Sales Representative,4.0,Above Average,3.6,Above Average,56122,Married,Mixed or multiple ethnic groups,Male,28,7,0,4
177,2BEA-43B2,Clay Carabine,No Formal Qualifications,Computer Science,Technology,Software Engineer,4.142857142857143,Above Average,3.857142857142857,Above Average,103198,Single,White,Male,48,9,2,5
178,0DBC-596E,Dita Perch,High School,Computer Science,Technology,Data Scientist,4.428571428571429,Above Average,3.857142857142857,Above Average,92634,Single,Black or African American,Non-Binary,44,9,3,4
179,B09D-DFEC,Eustace Skune,No Formal Qualifications,Information Systems,Technology,Data Scientist,4.714285714285714,Excellent,4.142857142857143,Above Average,62999,Married,White,Male,47,9,1,5
180,8ED3-4377,Giusto Raynes,Bachelor's Degree,Computer Science,Technology,Software Engineer,3.5714285714285716,Above Average,3.2857142857142856,Average,78743,Single,White,Male,30,9,1,3
181,C525-8BB9,Briggs Pettet,Bachelor's Degree,Other,Technology,Data Scientist,4.428571428571429,Above Average,3.857142857142857,Above Average,70872,Divorced,Black or African American,Male,29,9,2,3
182,1F0F-458C,Carrie Scroyton,Bachelor's Degree,Business Studies,Technology,Data Scientist,3.9,Above Average,3.5,Above Average,60388,Divorced,White,Female,29,5,0,3
183,9D3C-DA45,Broddy Jardine,Bachelor's Degree,Information Systems,Technology,Data Scientist,3.857142857142857,Above Average,3.5714285714285716,Above Average,41857,Married,Native Hawaiian ,Male,32,9,1,3
184,D13E-E661,Benson Van De Cappelle,High School,Marketing,Sales,Sales Executive,4.142857142857143,Above Average,3.7142857142857144,Above Average,298558,Married,White,Male,36,9,0,4
185,618D-7685,Maridel O'Hederscoll,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.571428571428571,Excellent,3.857142857142857,Above Average,96170,Single,White,Female,30,9,2,3
186,9825-45EF,Godfrey Reynoollds,High School,Economics,Sales,Sales Representative,4.0,Above Average,3.2857142857142856,Average,56937,Single,Mixed or multiple ethnic groups,Non-Binary,36,9,0,4
187,1609-65E1,Vita Cicchelli,High School,Computer Science,Technology,Machine Learning Engineer,4.428571428571429,Above Average,3.857142857142857,Above Average,91407,Single,Asian or Asian American,Female,33,9,0,4
188,6965-C170,Joya Hefford,Bachelor's Degree,Technical Degree,Sales,Manager,4.571428571428571,Excellent,4.0,Above Average,354336,Married,White,Female,48,9,0,3
189,F523-1135,Derrik Seage,High School,Computer Science,Technology,Machine Learning Engineer,3.4285714285714284,Average,3.0,Average,129703,Divorced,Black or African American,Male,29,9,3,4
190,465A-91D1,Ranna Crosbie,No Formal Qualifications,Marketing,Sales,Sales Representative,4.142857142857143,Above Average,3.5714285714285716,Above Average,43753,Single,Other ,Female,42,9,0,5
191,2B7A-9C73,Bryanty Wickersley,Master's Degree,Computer Science,Technology,Machine Learning Engineer,4.142857142857143,Above Average,3.857142857142857,Above Average,123619,Single,White,Non-Binary,45,9,1,2
192,A2B5-823F,Adrian Westhead,Bachelor's Degree,Computer Science,Technology,Machine Learning Engineer,4.0,Above Average,3.7142857142857144,Above Average,257978,Married,White,Non-Binary,44,9,1,3
193,F838-C681,Shay Casburn,Master's Degree,Business Studies,Technology,Software Engineer,3.857142857142857,Above Average,3.4285714285714284,Average,72688,Married,Black or African American,Male,32,9,1,2
194,7F91-C628,Bertie Suthren,No Formal Qualifications,Information Systems,Technology,Data Scientist,4.428571428571429,Above Average,3.857142857142857,Above Average,43358,Single,White,Non-Binary,36,9,2,5
195,565B-C207,Seline Ganny,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.428571428571429,Above Average,3.857142857142857,Above Average,47338,Married,White,Female,30,9,2,3
196,4DA0-81D7,Cole Vost,High School,Marketing,Human Resources,HR Executive,4.285714285714286,Above Average,3.857142857142857,Above Average,94534,Single,Asian or Asian American,Male,28,9,0,4
197,5818-560C,Donny Tosh,No Formal Qualifications,Computer Science,Technology,Senior Software Engineer,3.857142857142857,Above Average,3.2857142857142856,Average,159438,Divorced,Black or African American,Female,30,9,0,5
198,1363-6BF9,Mikel Worrall,Bachelor's Degree,Business Studies,Technology,Senior Software Engineer,3.5714285714285716,Above Average,3.4285714285714284,Average,189405,Single,Other ,Male,36,9,0,3
199,05B0-755F,Sollie Arnke,Bachelor's Degree,Computer Science,Technology,Data Scientist,4.571428571428571,Excellent,4.428571428571429,Above Average,57890,Married,Asian or Asian American,Male,44,9,0,3
200,4C62-5BE8,Cristine Lambdon,No Formal Qualifications,Business Studies,Technology,Software Engineer,4.571428571428571,Excellent,4.0,Above Average,87879,Single,White,Non-Binary,39,9,2,5
201,2523-EFD4,Vanny Ruggen,High School,Information Systems,Technology,Senior Software Engineer,4.0,Above Average,3.4285714285714284,Average,154405,Single,White,Female,34,9,1,4
202,21B3-8491,Nicky Janssens,Master's Degree,Computer Science,Technology,Analytics Manager,3.857142857142857,Above Average,3.142857142857143,Average,244114,Married,Black or African American,Male,42,9,0,2
203,F3CD-9B5B,Timothee MacFadyen,High School,Marketing,Sales,Sales Representative,3.9,Above Average,3.4,Average,97794,Married,Asian or Asian American,Male,29,2,1,4
204,DCFE-F601,Bertram Abrahami,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,4.142857142857143,Above Average,3.7142857142857144,Above Average,180561,Single,White,Male,48,9,1,3
205,DD78-E811,Addy Slimings,High School,Other,Technology,Data Scientist,4.142857142857143,Above Average,3.857142857142857,Above Average,60549,Married,Asian or Asian American,Female,38,9,0,4
206,45D2-369E,Melvin McGeneay,No Formal Qualifications,Information Systems,Technology,Data Scientist,3.857142857142857,Above Average,3.4285714285714284,Average,70182,Married,White,Male,30,9,0,5
207,0D8F-C0F3,Cathrine Lankford,Bachelor's Degree,Business Studies,Technology,Data Scientist,4.3,Above Average,3.7,Above Average,67578,Divorced,Asian or Asian American,Female,29,1,2,3
208,6FE1-C8A8,Marchall Burnes,High School,Economics,Sales,Sales Executive,4.4,Above Average,3.8,Above Average,140962,Married,Black or African American,Male,29,4,0,4
209,AB81-A3A0,Jerrome Furney,Master's Degree,Marketing,Sales,Sales Executive,3.5714285714285716,Above Average,2.7142857142857144,Average,96319,Married,White,Male,29,9,1,2
210,6E7B-D50D,Anet Dublin,No Formal Qualifications,Other,Technology,Senior Software Engineer,4.142857142857143,Above Average,3.4285714285714284,Average,253077,Married,White,Female,38,9,2,5
211,307F-9BFA,Elly Kennan,High School,Computer Science,Technology,Software Engineer,3.7142857142857144,Above Average,3.0,Average,94499,Married,White,Female,43,9,0,4
212,7F1C-20B8,Page Sculpher,High School,Information Systems,Technology,Data Scientist,4.142857142857143,Above Average,3.4285714285714284,Average,65796,Divorced,Mixed or multiple ethnic groups,Female,39,9,0,4
213,606E-A262,Parke Loxton,No Formal Qualifications,Information Systems,Technology,Analytics Manager,4.4,Above Average,3.5,Above Average,277344,Married,White,Male,28,3,0,5
214,F890-975A,Hynda Stonehouse,High School,Information Systems,Technology,Engineering Manager,4.142857142857143,Above Average,3.7142857142857144,Above Average,314656,Divorced,Mixed or multiple ethnic groups,Female,48,9,1,4
215,9C57-828C,Stearn Bever,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,3.857142857142857,Above Average,3.4285714285714284,Average,242890,Single,American Indian or Alaska Native,Male,31,9,1,3
216,8CF6-3079,Jaquenetta Corkel,Master's Degree,Computer Science,Technology,Data Scientist,3.9,Above Average,3.2,Average,40050,Divorced,Black or African American,Female,27,1,0,2
217,5021-95FC,Louie Trowsdall,Bachelor's Degree,Marketing,Sales,Manager,3.9,Above Average,3.2,Average,377203,Single,White,Male,29,5,1,3
218,CD0F-DE05,Prudence Cockrell,Bachelor's Degree,Computer Science,Technology,Software Engineer,3.7142857142857144,Above Average,3.142857142857143,Average,50175,Single,White,Female,28,9,1,3
219,F430-0404,Randie Mouth,Master's Degree,Economics,Sales,Sales Executive,3.4285714285714284,Average,3.142857142857143,Average,237749,Divorced,Asian or Asian American,Female,32,9,1,2
220,1F12-DDDA,Farly Drinan,Master's Degree,Information Systems,Technology,Software Engineer,4.428571428571429,Above Average,3.7142857142857144,Above Average,111294,Married,White,Male,32,9,2,2
221,BFE7-5EA8,Siobhan Antognelli,Bachelor's Degree,Marketing,Sales,Sales Executive,3.5714285714285716,Above Average,3.142857142857143,Average,248987,Single,White,Non-Binary,41,9,1,3
222,549F-B3E7,Arlyne Paylie,High School,Marketing,Sales,Sales Executive,3.7142857142857144,Above Average,3.142857142857143,Average,109747,Married,White,Female,41,9,2,4
223,B303-8962,Lynne Boomes,Bachelor's Degree,Marketing,Sales,Sales Executive,4.142857142857143,Above Average,3.7142857142857144,Above Average,136970,Married,Mixed or multiple ethnic groups,Female,39,9,2,3
224,B48C-47D0,Norman Longmuir,Bachelor's Degree,Marketing,Sales,Sales Representative,3.6,Above Average,2.9,Average,43939,Single,Mixed or multiple ethnic groups,Male,28,6,0,3
225,CD4D-7BBA,Cristian Massy,Master's Degree,Computer Science,Technology,Software Engineer,3.7142857142857144,Above Average,3.142857142857143,Average,155786,Married,White,Male,43,9,2,2
226,7349-CCE0,Elisabeth Pettyfar,Master's Degree,Computer Science,Technology,Software Engineer,4.428571428571429,Above Average,4.0,Above Average,85568,Divorced,Mixed or multiple ethnic groups,Female,32,9,1,2
227,4316-C080,Padraig Carnell,No Formal Qualifications,Computer Science,Technology,Senior Software Engineer,3.857142857142857,Above Average,3.5714285714285716,Above Average,238630,Married,Mixed or multiple ethnic groups,Male,34,9,0,5
228,279C-7342,Amelita Liveley,Master's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.7,Above Average,100925,Married,White,Non-Binary,29,3,0,2
229,819A-2C9C,Hillary Atchly,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.7142857142857144,Above Average,3.2857142857142856,Average,138989,Married,American Indian or Alaska Native,Male,30,9,0,3
230,9811-F345,Wells Mulholland,Master's Degree,Computer Science,Technology,Data Scientist,4.0,Above Average,3.7142857142857144,Above Average,142075,Divorced,Black or African American,Male,42,9,2,2
231,A954-6310,Rosaline Griffe,Bachelor's Degree,Computer Science,Technology,Machine Learning Engineer,4.571428571428571,Excellent,3.7142857142857144,Above Average,207952,Married,White,Female,29,9,1,3
232,8ACE-C5CE,Germana Gulvin,High School,Marketing,Sales,Sales Executive,4.0,Above Average,3.142857142857143,Average,121510,Married,American Indian or Alaska Native,Female,43,9,2,4
233,8365-EB74,Umberto Wallentin,High School,Information Systems,Technology,Data Scientist,3.7142857142857144,Above Average,3.4285714285714284,Average,43854,Married,Asian or Asian American,Male,40,9,2,4
234,2A04-49D1,Tallie Le Pine,PhD,Information Systems,Technology,Engineering Manager,4.285714285714286,Above Average,3.857142857142857,Above Average,372980,Divorced,Black or African American,Non-Binary,41,9,0,1
235,52CC-3E9E,Ogdon Madsen,Master's Degree,Computer Science,Technology,Software Engineer,3.6,Above Average,3.0,Average,40321,Divorced,Mixed or multiple ethnic groups,Male,30,5,1,2
236,5B0E-31FB,Hasheem Mance,High School,Information Systems,Technology,Software Engineer,4.428571428571429,Above Average,4.0,Above Average,45927,Single,White,Male,37,9,1,4
237,ED49-73D3,Carita Frazier,Master's Degree,Marketing,Sales,Sales Executive,4.142857142857143,Above Average,3.4285714285714284,Average,134427,Single,White,Female,28,9,0,2
238,B013-7D0C,Carline Mort,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.4,Above Average,3.9,Above Average,46313,Married,Mixed or multiple ethnic groups,Female,28,1,0,3
239,134B-4157,Stearne Axelbee,Bachelor's Degree,Computer Science,Technology,Analytics Manager,4.285714285714286,Above Average,3.857142857142857,Above Average,513608,Married,White,Male,37,9,0,3
240,AB4A-E71A,Theodor Smaleman,Bachelor's Degree,Marketing,Sales,Manager,3.857142857142857,Above Average,3.4285714285714284,Average,429939,Married,White,Male,43,9,0,3
241,03EF-5904,Shepperd Brittain,Bachelor's Degree,Other,Technology,Machine Learning Engineer,4.0,Above Average,3.4285714285714284,Average,195261,Married,American Indian or Alaska Native,Male,31,9,3,3
242,0C7B-2EA6,Oswell McCloid,High School,Other,Technology,Data Scientist,4.571428571428571,Excellent,4.285714285714286,Above Average,39015,Married,Asian or Asian American,Male,34,9,2,4
243,1D35-190A,Carena Devita,Master's Degree,Marketing,Human Resources,HR Executive,4.428571428571429,Above Average,3.5714285714285716,Above Average,132563,Single,Asian or Asian American,Female,35,9,0,2
244,0868-097F,Modesty Kingescot,Bachelor's Degree,Information Systems,Technology,Engineering Manager,3.857142857142857,Above Average,3.2857142857142856,Average,267009,Single,White,Non-Binary,33,9,1,3
245,4B6E-3C21,Heidie McCrone,Master's Degree,Economics,Sales,Sales Executive,3.7,Above Average,3.0,Average,68043,Divorced,White,Female,32,8,1,2
246,46ED-4007,Ulysses Wathan,Bachelor's Degree,Economics,Sales,Sales Executive,4.0,Above Average,3.857142857142857,Above Average,140097,Married,Asian or Asian American,Male,34,9,0,3
247,2E9A-BD2E,Blake Metheringham,PhD,Marketing,Sales,Manager,3.2857142857142856,Average,2.5714285714285716,Average,432191,Married,Asian or Asian American,Male,36,9,1,1
248,CEE0-94C3,Olvan Pilgram,No Formal Qualifications,Technical Degree,Sales,Sales Representative,3.857142857142857,Above Average,3.2857142857142856,Average,70535,Married,White,Male,42,9,0,5
249,A690-3D5D,Lynea Ashurst,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,4.0,Above Average,3.2857142857142856,Average,253952,Divorced,Mixed or multiple ethnic groups,Female,35,9,0,3
